child_value,child_description,parent1,parent1_description,parent2,parent2_description,parent3,parent3_descriptin,parent4,parent4_description,parent5,parent5_description,parent6,parent6_description,parent7,parent7_description,parent8,parent8_description,parent9,parent9_description,le,danaos_co_code,database
6194,LAVER SHIPPING LTD. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2034,
6195,LEESECT SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2175,
6196,LERGOW SHIPPING INC ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2076,
6197,MACKUBE SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6198,MARSINT SHIPPING INC,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,82,QUBIC
6199,MARSINT SHIPPING INC,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2039,
6201,MELIP MARINE LTD. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,83,QUBIC
6202,MELIP MARINE LTD. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2040,
6203,OMEL SHIPPING INC,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,84,QUBIC
6204,ORDECH SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2176,
6205,ORPILE MARINE INC. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2080,
6206,PERKUBE SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6207,PLANNBY MARINE INC ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2161,
6208,PRIDE SHIPPING & TRADING INC ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2017,
6209,SEMPTI MARINE S.A. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2078,
6211,SKUBED MARITIME LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2199,
6212,SKY SHIPHOLDING S.A. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2025,
6213,SOKSET SHIPPING INC. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2029,
6214,SOKUBE MARITIME LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2200,
6215,SORELUTION SHIPPING INC ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2162,
6216,TAMIST SHIPPING INC. ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2140,
6217,TORQ SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6218,TRESSBY SHIPPING INC ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2031,
6219,WOLE SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6221,XLENT SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6222,YALL SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6223,YOBEN SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2177,
6224,ZALE SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6225,ZOBRE SHIPPING LTD ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6452,ILLEVTO SHIPPING PTE. LTD. ,6450,ILLEVTO SHIPPING INC-HOLDING COMPANY ,6450,ILLEVTO SHIPPING INC-HOLDING COMPANY ,6450,ILLEVTO SHIPPING INC-HOLDING COMPANY ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2074,
6462,LEFRROLL SHIPPING PTE. LTD. ,6460,LEFRROLL SHIPPING INC-HOLDING COMPANY ,6460,LEFRROLL SHIPPING INC-HOLDING COMPANY ,6460,LEFRROLL SHIPPING INC-HOLDING COMPANY ,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2073,
6471,ZALIN MARITIME LTD ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
6472,IBTRO SHIPPING INC. ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2154,
6473,LACNOX SHIPPING INC. ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2153,
6474,MAKATEL SHIPPING S.A. ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2151,
6475,TILRAN SHIPPING INC. ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2152,
6476,TIVDEV SHIPPING INC. ,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6470,ZALIN MARITIME LTD-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2155,
6501,CEPREDENT HOLDINGS INC.,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,59,QUBIC
6511,QUANTUM BOX HOLDINGS INC,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,60,QPSL
6521,BOX HOLDINGS INC ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,61,QPSL
6522,TINY BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2124,QPSL
6523,JUMBO BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2125,QPSL
6524,MEGA BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2126,QPSL
6525,GIANT BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2127,QPSL
6526,TITAN BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2128,QPSL
6527,GIGA BOX SHIPPING COMPANY LIMITED ,6520,BOX HOLDINGS INC-HOLDING COMPANY,6510,QUANTUM BOX HOLDINGS INC-HOLDING COMPANY,6500,CEPREDENT HOLDINGS INC.-HOLDING COMPANY,6170,QUBIC SAPPHIRE LTD-HOLDING COMPANY,6050,QUBIC LIMITED-HOLDING COMPANY,6000,EMERALDMOUNT LTD-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2129,QPSL
8001,EASTERN PACIFIC SHIPPING PTE. LTD.,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,13,EPS
8021,EASTERN PACIFIC SHIPPING (INDIA) PRIVATE LIMITED,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,8000,EASTERN PACIFIC SHIPPING PTE. LTD.-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,101,OFFICE
